Probe	K562-dCAS9-1	K562-dCAS9-2	K562-dCas9-sep-1	K562-dCas9-sep-2	K562-dCas9-all-1	OCI-dCAS9-1	OCI-dCAS9-2	OCI-dCas9-sep-1	OCI-dCas9-sep-2	OCI-dCas9-all-1
ITCH-IT1	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RP3-468O1.6	2.0	0.0	3.0	0.0	1.0	2.0	8.0	2.0	0.0	0.0
DYNLRB1	905.0	413.0	699.0	1007.0	771.0	936.0	1831.0	584.0	624.0	794.0
MAP1LC3A	3.0	0.0	0.0	1.0	0.0	785.0	341.0	718.0	265.0	777.0
PIGU	349.0	204.0	319.0	499.0	431.0	706.0	1250.0	376.0	435.0	617.0
NCOA6	933.0	406.0	929.0	1042.0	1029.0	1115.0	2674.0	723.0	643.0	896.0
TP53INP2	315.0	108.0	348.0	232.0	390.0	2823.0	1592.0	1710.0	779.0	3814.0
GGT7	453.0	96.0	465.0	282.0	536.0	194.0	157.0	168.0	71.0	143.0
ACSS2	1480.0	569.0	1902.0	2072.0	2471.0	358.0	904.0	207.0	181.0	234.0
GSS	979.0	626.0	1117.0	1693.0	1330.0	1022.0	1883.0	494.0	549.0	738.0
MYH7B	3.0	0.0	6.0	2.0	10.0	6.0	2.0	5.0	0.0	3.0
TRPC4AP	3261.0	829.0	2204.0	1949.0	2654.0	1760.0	3084.0	875.0	864.0	1145.0
EDEM2	434.0	140.0	264.0	311.0	309.0	419.0	893.0	190.0	208.0	250.0
PROCR	68.0	70.0	81.0	108.0	125.0	124.0	188.0	134.0	163.0	120.0
RP11-42O4.2	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
RP4-614O4.12	3.0	0.0	0.0	0.0	0.0	3.0	3.0	4.0	1.0	0.0
MMP24-AS1	511.0	111.0	392.0	332.0	438.0	475.0	866.0	352.0	261.0	320.0
MMP24	2.0	0.0	10.0	4.0	7.0	0.0	0.0	0.0	0.0	0.0
RP4-614O4.13	43.0	4.0	31.0	10.0	35.0	44.0	48.0	39.0	5.0	33.0
RP4-614O4.11	316.0	211.0	230.0	495.0	261.0	476.0	908.0	185.0	248.0	332.0
EIF6	1299.0	867.0	914.0	2048.0	1121.0	1795.0	4045.0	792.0	1019.0	1228.0
FAM83C-AS1	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
FAM83C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UQCC1	655.0	293.0	634.0	636.0	650.0	643.0	1267.0	363.0	317.0	386.0
GDF5OS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GDF5	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEP250	804.0	482.0	1158.0	1173.0	1296.0	1385.0	2570.0	849.0	686.0	1004.0
RP3-477O4.14	0.0	0.0	0.0	0.0	0.0	48.0	61.0	18.0	17.0	26.0
C20orf173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERGIC3	2979.0	1022.0	2017.0	2278.0	2385.0	2509.0	3912.0	1279.0	1320.0	1579.0
SPAG4	72.0	36.0	150.0	61.0	160.0	34.0	21.0	55.0	4.0	30.0
CPNE1	1402.0	594.0	1011.0	1381.0	1230.0	3185.0	4547.0	1572.0	1645.0	2587.0
RP1-309K20.6	336.0	210.0	301.0	473.0	334.0	690.0	1121.0	442.0	421.0	566.0
RBM12	2458.0	1436.0	2614.0	3469.0	3006.0	2749.0	6317.0	1813.0	1908.0	2548.0
NFS1	355.0	336.0	354.0	739.0	398.0	460.0	1112.0	391.0	264.0	397.0
ROMO1	561.0	334.0	429.0	780.0	514.0	542.0	853.0	247.0	281.0	355.0
RBM39	4419.0	1365.0	4043.0	3185.0	5032.0	4986.0	8482.0	2720.0	2415.0	3683.0
PHF20	1327.0	668.0	1186.0	1610.0	1412.0	1289.0	2589.0	804.0	849.0	999.0
SCAND1	384.0	149.0	288.0	347.0	287.0	658.0	1248.0	319.0	291.0	435.0
CNBD2	27.0	11.0	35.0	26.0	41.0	26.0	47.0	15.0	21.0	21.0
LINC00657	8317.0	4147.0	6941.0	9287.0	7452.0	4138.0	6815.0	2419.0	2259.0	3160.0
RP4-550H1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-550H1.4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-550H1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPB41L1	27.0	37.0	41.0	39.0	43.0	74.0	96.0	101.0	54.0	86.0
RP11-234K24.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-234K24.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AAR2	470.0	252.0	339.0	555.0	360.0	717.0	1617.0	387.0	374.0	546.0
DLGAP4	701.0	292.0	704.0	760.0	820.0	1094.0	2153.0	770.0	760.0	784.0
DLGAP4-AS1	6.0	4.0	8.0	3.0	4.0	0.0	2.0	2.0	2.0	1.0
MYL9	64.0	32.0	74.0	32.0	81.0	71.0	128.0	144.0	66.0	97.0
TGIF2	419.0	275.0	450.0	580.0	495.0	813.0	1931.0	627.0	514.0	618.0
TGIF2-C20orf24	786.0	439.0	538.0	1047.0	585.0	1100.0	2792.0	487.0	528.0	869.0
C20orf24	986.0	541.0	667.0	1334.0	719.0	1334.0	3564.0	592.0	646.0	1136.0
SLA2	1.0	0.0	0.0	0.0	0.0	10.0	16.0	7.0	5.0	6.0
NDRG3	576.0	490.0	787.0	939.0	881.0	650.0	1391.0	548.0	440.0	584.0
DSN1	608.0	278.0	658.0	692.0	658.0	811.0	1366.0	376.0	389.0	693.0
SOGA1	2679.0	792.0	1679.0	1859.0	1709.0	3609.0	6065.0	2078.0	1967.0	2849.0
TLDC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
SAMHD1	533.0	260.0	502.0	556.0	607.0	5062.0	5832.0	2517.0	2361.0	5062.0
RBL1	887.0	316.0	699.0	771.0	710.0	1906.0	3701.0	730.0	1025.0	1602.0
RP4-621N11.2	5.0	1.0	0.0	4.0	2.0	0.0	3.0	1.0	1.0	1.0
MROH8	27.0	4.0	13.0	8.0	11.0	25.0	33.0	15.0	11.0	17.0
RPN2	5414.0	2486.0	4556.0	5853.0	5251.0	4981.0	10055.0	2461.0	2817.0	3814.0
GHRH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MANBAL	163.0	108.0	125.0	266.0	168.0	172.0	316.0	88.0	84.0	111.0
SRC	302.0	150.0	364.0	286.0	418.0	704.0	807.0	453.0	347.0	583.0
BLCAP	715.0	236.0	482.0	518.0	550.0	761.0	1296.0	463.0	370.0	573.0
NNAT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-425M5.7	5.0	2.0	2.0	5.0	6.0	6.0	12.0	8.0	5.0	3.0
RP11-425M5.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC00489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-640H8.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CTNNBL1	445.0	326.0	410.0	736.0	528.0	780.0	1598.0	456.0	430.0	583.0
VSTM2L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTI1	941.0	687.0	960.0	1671.0	1045.0	1260.0	2670.0	619.0	680.0	1021.0
RPRD1B	829.0	385.0	981.0	1071.0	1115.0	836.0	1882.0	532.0	538.0	744.0
RP5-1057B20.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGM2	2763.0	1409.0	3397.0	2254.0	3794.0	52.0	52.0	77.0	22.0	47.0
KIAA1755	0.0	0.0	1.0	0.0	1.0	3.0	5.0	4.0	1.0	1.0
RP5-1054A22.4	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
BPI	0.0	0.0	0.0	0.0	0.0	148.0	149.0	94.0	25.0	20.0
CTD-2308N23.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LBP	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0
RP4-564F22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-564F22.5	7.0	0.0	4.0	6.0	7.0	32.0	60.0	14.0	11.0	15.0
RP4-564F22.7	3.0	1.0	0.0	2.0	2.0	19.0	28.0	9.0	8.0	2.0
SNHG17	563.0	490.0	670.0	1274.0	909.0	679.0	1504.0	326.0	282.0	391.0
SNORA71B	81.0	28.0	28.0	54.0	29.0	61.0	84.0	45.0	83.0	17.0
SNHG11	113.0	44.0	103.0	112.0	131.0	113.0	141.0	67.0	38.0	94.0
RALGAPB	1513.0	700.0	1394.0	1669.0	1514.0	1463.0	2670.0	844.0	899.0	1194.0
ADIG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ARHGAP40	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC32A1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
ACTR5	146.0	84.0	210.0	244.0	230.0	201.0	521.0	103.0	84.0	146.0
PPP1R16B	1066.0	263.0	385.0	469.0	425.0	593.0	705.0	467.0	196.0	324.0
FAM83D	345.0	521.0	403.0	957.0	441.0	281.0	987.0	245.0	223.0	315.0
RP4-616B8.5	4.0	0.0	1.0	0.0	2.0	3.0	6.0	1.0	2.0	1.0
RP4-616B8.4	1.0	1.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
DHX35	302.0	266.0	323.0	518.0	394.0	418.0	817.0	183.0	249.0	288.0
RP4-616B8.6	2.0	0.0	1.0	4.0	0.0	0.0	10.0	0.0	1.0	2.0
RP4-705O1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1031J8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-101E14.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-191L6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAFB	0.0	0.0	0.0	0.0	0.0	23.0	53.0	140.0	39.0	54.0
RP4-644L1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOP1	3142.0	1877.0	3151.0	3767.0	3490.0	3643.0	8611.0	2156.0	2493.0	3100.0
PLCG1-AS1	0.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0
PLCG1	824.0	668.0	1200.0	1381.0	1342.0	663.0	1442.0	589.0	411.0	657.0
ZHX3	348.0	202.0	333.0	488.0	384.0	1207.0	2075.0	932.0	756.0	953.0
LPIN3	436.0	76.0	309.0	138.0	352.0	266.0	128.0	265.0	67.0	216.0
EMILIN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHD6	1141.0	468.0	1198.0	1117.0	1386.0	1256.0	2337.0	966.0	711.0	854.0
RP4-620E11.8	3.0	1.0	6.0	6.0	5.0	1.0	9.0	1.0	0.0	0.0
RP5-1121H13.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1121H13.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPRT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-232N11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-753D4.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-269M15.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRSF6	4061.0	997.0	2252.0	2053.0	2536.0	5492.0	10412.0	2422.0	2281.0	4207.0
L3MBTL1	87.0	20.0	164.0	75.0	221.0	88.0	67.0	95.0	25.0	55.0
RP1-138B7.6	6.0	0.0	9.0	5.0	10.0	4.0	4.0	3.0	1.0	0.0
RP1-138B7.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SGK2	5.0	0.0	7.0	3.0	10.0	1.0	2.0	2.0	0.0	1.0
IFT52	334.0	164.0	275.0	338.0	298.0	399.0	631.0	243.0	234.0	261.0
MYBL2	1980.0	1695.0	2480.0	3429.0	2699.0	4208.0	9535.0	1665.0	2134.0	3066.0
GTSF1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1030M6.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TOX2	2.0	0.0	0.0	0.0	0.0	224.0	355.0	226.0	227.0	180.0
JPH2	0.0	0.0	0.0	0.0	0.0	2.0	15.0	37.0	0.0	0.0
OSER1	415.0	168.0	356.0	330.0	418.0	353.0	778.0	165.0	217.0	248.0
OSER1-AS1	87.0	15.0	47.0	46.0	65.0	21.0	16.0	14.0	24.0	22.0
GDAP1L1	41.0	0.0	17.0	0.0	10.0	22.0	0.0	0.0	7.0	2.0
FITM2	142.0	38.0	86.0	93.0	103.0	219.0	308.0	104.0	113.0	124.0
R3HDML	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-881L22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HNF4A	26.0	0.0	14.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0
HNF4A-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-881L22.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP5-1013A22.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01430	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C20orf62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTPAL	271.0	92.0	161.0	259.0	165.0	645.0	924.0	350.0	379.0	588.0
SERINC3	2914.0	869.0	2232.0	2212.0	2613.0	3062.0	4975.0	1959.0	2160.0	2372.0
PKIG	42.0	30.0	37.0	69.0	53.0	36.0	61.0	17.0	16.0	16.0
ADA	45.0	79.0	112.0	103.0	136.0	450.0	971.0	269.0	275.0	208.0
LINC01260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNK15-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
WISP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNK15	4.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
RP4-781B1.5	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RIMS4	0.0	0.0	1.0	0.0	0.0	0.0	4.0	3.0	4.0	0.0
YWHAB	5027.0	2343.0	3203.0	5678.0	3597.0	9159.0	15002.0	4095.0	5578.0	7650.0
PABPC1L	1431.0	92.0	1138.0	207.0	1120.0	666.0	233.0	394.0	110.0	392.0
TOMM34	620.0	418.0	587.0	1025.0	672.0	662.0	2059.0	287.0	500.0	451.0
STK4-AS1	1.0	5.0	6.0	11.0	5.0	2.0	8.0	1.0	2.0	1.0
STK4	2180.0	566.0	1342.0	1582.0	1389.0	3483.0	5967.0	1910.0	2093.0	2505.0
KCNS1	0.0	0.0	0.0	0.0	0.0	19.0	29.0	6.0	22.0	13.0
WFDC5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PI3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEMG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLPI	0.0	0.0	0.0	0.0	0.0	21.0	33.0	17.0	16.0	14.0
MATN4	1.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0
RBPJL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SDC4	542.0	210.0	235.0	362.0	285.0	403.0	760.0	159.0	190.0	197.0
RP3-453C12.14	8.0	2.0	1.0	6.0	6.0	5.0	5.0	7.0	1.0	0.0
SYS1	529.0	187.0	354.0	440.0	414.0	430.0	1013.0	184.0	241.0	316.0
SYS1-DBNDD2	694.0	264.0	440.0	555.0	454.0	330.0	778.0	122.0	225.0	218.0
TP53TG5	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
DBNDD2	664.0	252.0	408.0	522.0	411.0	286.0	672.0	101.0	202.0	184.0
PIGT	1316.0	614.0	934.0	1537.0	1157.0	1293.0	2499.0	623.0	592.0	850.0
RP3-453C12.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-461P17.10	3.0	0.0	1.0	0.0	4.0	6.0	2.0	2.0	0.0	1.0
WFDC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-461P17.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPINT3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPPIN-WFDC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPPIN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC10A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC10B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SPINT4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WFDC3	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0
DNTTIP1	422.0	198.0	298.0	368.0	263.0	646.0	1302.0	289.0	325.0	529.0
UBE2C	11.0	2.0	2.0	1.0	10.0	980.0	1996.0	703.0	786.0	990.0
TNNC2	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
SNX21	25.0	14.0	41.0	10.0	35.0	40.0	83.0	33.0	37.0	46.0
ACOT8	479.0	146.0	350.0	358.0	426.0	458.0	765.0	243.0	251.0	294.0
ZSWIM3	151.0	38.0	92.0	95.0	109.0	186.0	263.0	67.0	92.0	128.0
ZSWIM1	410.0	148.0	351.0	330.0	365.0	275.0	447.0	179.0	99.0	218.0
SPATA25	10.0	0.0	5.0	0.0	6.0	16.0	6.0	9.0	1.0	9.0
NEURL2	22.0	2.0	15.0	9.0	12.0	44.0	35.0	32.0	14.0	35.0
CTSA	969.0	340.0	430.0	745.0	504.0	1458.0	2716.0	778.0	577.0	966.0
RP3-337O18.9	3.0	1.0	3.0	0.0	2.0	3.0	3.0	0.0	0.0	1.0
PLTP	557.0	384.0	641.0	687.0	678.0	843.0	1210.0	970.0	799.0	887.0
PCIF1	662.0	332.0	594.0	797.0	750.0	709.0	1471.0	432.0	414.0	385.0
ZNF335	398.0	140.0	416.0	354.0	526.0	699.0	1263.0	387.0	242.0	490.0
MMP9	0.0	0.0	0.0	1.0	0.0	94.0	43.0	331.0	55.0	62.0
RP11-465L10.10	21.0	5.0	9.0	12.0	9.0	20.0	11.0	17.0	7.0	9.0
SLC12A5	21.0	5.0	15.0	31.0	17.0	42.0	93.0	60.0	27.0	27.0
NCOA5	668.0	147.0	350.0	344.0	373.0	1178.0	2243.0	416.0	452.0	917.0
CD40	45.0	13.0	41.0	51.0	48.0	75.0	80.0	109.0	54.0	81.0
RP5-998H6.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDH22	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
SLC35C2	896.0	311.0	625.0	792.0	746.0	1221.0	2273.0	540.0	502.0	827.0
RP11-394O2.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ELMO2	390.0	167.0	257.0	355.0	348.0	901.0	1429.0	426.0	416.0	577.0
ZNF334	19.0	0.0	15.0	4.0	10.0	6.0	2.0	0.0	0.0	1.0
OCSTAMP	2.0	0.0	0.0	0.0	0.0	248.0	421.0	39.0	98.0	9.0
SLC13A3	247.0	102.0	251.0	280.0	265.0	35.0	51.0	9.0	22.0	9.0
RP1-101A2.1	9.0	0.0	10.0	9.0	8.0	26.0	42.0	11.0	8.0	4.0
TP53RK	291.0	145.0	171.0	319.0	194.0	1028.0	2139.0	369.0	494.0	479.0
RP1-28H20.3	2.0	0.0	2.0	0.0	0.0	3.0	6.0	3.0	0.0	0.0
SLC2A10	10.0	6.0	5.0	10.0	6.0	65.0	68.0	64.0	69.0	62.0
EYA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-323C15.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZMYND8	2749.0	1939.0	3226.0	4554.0	3677.0	1347.0	2354.0	859.0	674.0	923.0
RP4-569M23.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-569M23.4	31.0	7.0	20.0	27.0	26.0	7.0	11.0	5.0	0.0	5.0
RP4-569M23.2	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
RP1-148H17.1	6.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
NCOA3	2111.0	583.0	1648.0	1469.0	1738.0	1251.0	2490.0	1045.0	688.0	908.0
SULF2	2.0	0.0	2.0	0.0	0.0	25.0	5.0	183.0	7.0	19.0
CTD-2653D5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-347D21.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-347D21.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LINC01523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-321P16.1	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
LINC00494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-66N13.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP1-66N13.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PREX1	557.0	255.0	415.0	545.0	401.0	4885.0	6735.0	3252.0	2545.0	3254.0
RP5-906C1.1	3.0	0.0	4.0	4.0	0.0	14.0	18.0	15.0	6.0	10.0
ARFGEF2	1508.0	522.0	1192.0	1292.0	1297.0	2571.0	4858.0	1374.0	1544.0	1795.0
CSE1L-AS1	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0
CSE1L	3504.0	3191.0	4527.0	7895.0	5213.0	4999.0	13598.0	2702.0	3674.0	4701.0
STAU1	2427.0	1412.0	3142.0	3169.0	3821.0	1405.0	3076.0	806.0	886.0	1102.0
DDX27	924.0	564.0	986.0	1316.0	1037.0	1796.0	3531.0	825.0	918.0	1251.0
ZNFX1	658.0	305.0	516.0	643.0	569.0	1834.0	2916.0	1074.0	871.0	1409.0
ZFAS1	3105.0	968.0	2006.0	1735.0	2185.0	2021.0	3864.0	1567.0	1569.0	1150.0
KCNB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTGIS	0.0	0.0	0.0	0.0	0.0	185.0	328.0	295.0	302.0	179.0
B4GALT5	957.0	662.0	741.0	1301.0	813.0	5401.0	6637.0	3530.0	2650.0	4618.0
SLC9A8	440.0	120.0	253.0	296.0	297.0	695.0	1068.0	321.0	294.0	418.0
SPATA2	245.0	132.0	184.0	302.0	278.0	320.0	672.0	220.0	141.0	249.0
RNF114	1564.0	697.0	1230.0	1556.0	1426.0	1524.0	2581.0	1066.0	965.0	1191.0
SNAI1	162.0	127.0	244.0	181.0	306.0	172.0	308.0	126.0	86.0	129.0
TRERNA1	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0
UBE2V1	3169.0	1268.0	2451.0	2879.0	2761.0	2581.0	5258.0	1667.0	1841.0	2134.0
TMEM189-UBE2V1	3283.0	1373.0	2530.0	3055.0	2851.0	2705.0	5594.0	1693.0	1925.0	2252.0
TMEM189	890.0	358.0	675.0	770.0	817.0	646.0	1378.0	303.0	313.0	489.0
RP11-112L6.3	1.0	1.0	6.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0
RP11-112L6.2	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
LINC01273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CEBPB-AS1	15.0	1.0	19.0	7.0	26.0	22.0	16.0	4.0	8.0	9.0
CEBPB	730.0	158.0	726.0	405.0	682.0	919.0	752.0	727.0	472.0	748.0
LINC01272	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	2.0
LINC01270	10.0	3.0	18.0	4.0	12.0	26.0	21.0	41.0	12.0	21.0
LINC01271	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PTPN1	2358.0	1123.0	1430.0	2317.0	1535.0	1182.0	2654.0	659.0	654.0	887.0
RP4-530I15.9	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
FAM65C	420.0	203.0	1290.0	397.0	1590.0	0.0	0.0	0.0	0.0	0.0
RP4-530I15.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PARD6B	551.0	231.0	453.0	428.0	472.0	44.0	121.0	24.0	29.0	10.0
BCAS4	19.0	16.0	16.0	29.0	24.0	10.0	11.0	7.0	9.0	7.0
ADNP	2732.0	1179.0	2294.0	2755.0	2653.0	3859.0	6972.0	2657.0	2462.0	3348.0
ADNP-AS1	0.0	0.0	2.0	0.0	3.0	1.0	8.0	3.0	3.0	3.0
DPM1	643.0	412.0	599.0	959.0	671.0	808.0	1614.0	347.0	541.0	648.0
MOCS3	234.0	90.0	135.0	214.0	141.0	347.0	638.0	165.0	204.0	269.0
RP5-955M13.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCNG1	231.0	18.0	19.0	35.0	12.0	132.0	282.0	2.0	108.0	16.0
RP4-811M8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFATC2	650.0	209.0	601.0	620.0	702.0	479.0	1971.0	142.0	259.0	47.0
ATP9A	2.0	2.0	0.0	7.0	5.0	106.0	200.0	71.0	96.0	49.0
SALL4	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
